din_instante,irradiancia_wm2,temperatura_c,vento_ms,nuvens_pct,regiao,latitude,longitude,hora,mes
2024-01-04 21:00:00,0.0,21.77,2.39,99.59,Sudeste,-20.0,-45.0,21,1
2024-01-04 22:00:00,0.0,21.54,2.52,99.86,Sudeste,-20.0,-45.0,22,1
2024-01-04 23:00:00,0.0,21.33,2.38,99.83,Sudeste,-20.0,-45.0,23,1
2024-01-05 00:00:00,0.0,21.06,1.96,99.93,Sudeste,-20.0,-45.0,0,1
2024-01-05 01:00:00,0.0,20.88,1.67,98.48,Sudeste,-20.0,-45.0,1,1
2024-01-05 02:00:00,0.0,20.62,1.61,99.61,Sudeste,-20.0,-45.0,2,1
2024-01-05 03:00:00,0.0,20.34,1.46,99.63,Sudeste,-20.0,-45.0,3,1
2024-01-05 04:00:00,0.0,20.03,1.36,99.73,Sudeste,-20.0,-45.0,4,1
2024-01-05 05:00:00,8.57,20.02,1.53,99.6,Sudeste,-20.0,-45.0,5,1
2024-01-05 06:00:00,99.7,20.96,2.29,99.78,Sudeste,-20.0,-45.0,6,1
2024-01-05 07:00:00,226.48,22.47,2.45,99.96,Sudeste,-20.0,-45.0,7,1
2024-01-05 08:00:00,371.98,24.35,1.82,99.7,Sudeste,-20.0,-45.0,8,1
2024-01-05 09:00:00,556.83,25.9,1.1,99.8,Sudeste,-20.0,-45.0,9,1
2024-01-05 10:00:00,743.95,27.0,1.45,95.96,Sudeste,-20.0,-45.0,10,1
2024-01-05 11:00:00,901.7,28.01,1.93,78.15,Sudeste,-20.0,-45.0,11,1
2024-01-05 12:00:00,880.47,28.93,2.46,76.15,Sudeste,-20.0,-45.0,12,1
2024-01-05 13:00:00,800.83,29.33,3.15,63.89,Sudeste,-20.0,-45.0,13,1
2024-01-05 14:00:00,683.8,28.99,3.9,53.81,Sudeste,-20.0,-45.0,14,1
2024-01-05 15:00:00,535.8,28.73,4.25,51.34,Sudeste,-20.0,-45.0,15,1
2024-01-05 16:00:00,341.27,28.4,4.02,61.8,Sudeste,-20.0,-45.0,16,1
2024-01-05 17:00:00,156.25,27.3,2.99,72.11,Sudeste,-20.0,-45.0,17,1
2024-01-05 18:00:00,15.45,24.6,2.3,84.77,Sudeste,-20.0,-45.0,18,1
2024-01-05 19:00:00,0.0,23.71,2.04,94.29,Sudeste,-20.0,-45.0,19,1
2024-01-05 20:00:00,0.0,23.77,1.76,91.64,Sudeste,-20.0,-45.0,20,1
2024-01-05 21:00:00,0.0,23.31,1.79,99.31,Sudeste,-20.0,-45.0,21,1
2024-01-05 22:00:00,0.0,22.34,2.13,99.39,Sudeste,-20.0,-45.0,22,1
2024-01-05 23:00:00,0.0,21.54,2.52,99.41,Sudeste,-20.0,-45.0,23,1
2024-01-06 00:00:00,0.0,21.0,2.86,99.42,Sudeste,-20.0,-45.0,0,1
2024-01-06 01:00:00,0.0,20.44,3.16,99.3,Sudeste,-20.0,-45.0,1,1
2024-01-06 02:00:00,0.0,20.03,3.68,98.92,Sudeste,-20.0,-45.0,2,1
2024-01-06 03:00:00,0.0,19.76,3.76,86.35,Sudeste,-20.0,-45.0,3,1
2024-01-06 04:00:00,0.0,19.46,3.49,84.49,Sudeste,-20.0,-45.0,4,1
2024-01-06 05:00:00,9.9,19.32,3.27,87.62,Sudeste,-20.0,-45.0,5,1
2024-01-06 06:00:00,114.32,19.87,3.36,89.59,Sudeste,-20.0,-45.0,6,1
2024-01-06 07:00:00,275.52,21.09,3.22,91.35,Sudeste,-20.0,-45.0,7,1
2024-01-06 08:00:00,451.42,23.1,2.93,92.45,Sudeste,-20.0,-45.0,8,1
2024-01-06 09:00:00,653.08,25.63,2.56,88.71,Sudeste,-20.0,-45.0,9,1
2024-01-06 10:00:00,798.9,27.49,2.2,90.19,Sudeste,-20.0,-45.0,10,1
2024-01-06 11:00:00,868.0,28.51,2.1,89.37,Sudeste,-20.0,-45.0,11,1
2024-01-06 12:00:00,920.05,29.15,1.97,66.34,Sudeste,-20.0,-45.0,12,1
2024-01-06 13:00:00,869.6,29.49,1.78,61.24,Sudeste,-20.0,-45.0,13,1
2024-01-06 14:00:00,693.72,29.68,1.63,58.51,Sudeste,-20.0,-45.0,14,1
2024-01-06 15:00:00,551.85,29.46,1.32,53.13,Sudeste,-20.0,-45.0,15,1
2024-01-06 16:00:00,349.5,29.01,0.98,63.87,Sudeste,-20.0,-45.0,16,1
2024-01-06 17:00:00,153.77,28.29,0.78,74.03,Sudeste,-20.0,-45.0,17,1
2024-01-06 18:00:00,16.62,26.53,1.03,86.1,Sudeste,-20.0,-45.0,18,1
2024-01-06 19:00:00,0.0,25.09,1.5,97.96,Sudeste,-20.0,-45.0,19,1
2024-01-06 20:00:00,0.0,24.07,1.92,94.53,Sudeste,-20.0,-45.0,20,1
2024-01-06 21:00:00,0.0,23.23,2.22,92.9,Sudeste,-20.0,-45.0,21,1
2024-01-06 22:00:00,0.0,22.69,2.36,86.3,Sudeste,-20.0,-45.0,22,1
2024-01-06 23:00:00,0.0,22.24,2.35,92.17,Sudeste,-20.0,-45.0,23,1
2024-01-07 00:00:00,0.0,21.8,2.3,52.52,Sudeste,-20.0,-45.0,0,1
2024-01-07 01:00:00,0.0,21.37,2.22,55.39,Sudeste,-20.0,-45.0,1,1
2024-01-07 02:00:00,0.0,20.72,2.21,42.37,Sudeste,-20.0,-45.0,2,1
2024-01-07 03:00:00,0.0,20.28,2.17,35.5,Sudeste,-20.0,-45.0,3,1
2024-01-07 04:00:00,0.0,20.15,2.15,30.44,Sudeste,-20.0,-45.0,4,1
2024-01-07 05:00:00,11.0,20.46,2.43,30.68,Sudeste,-20.0,-45.0,5,1
2024-01-07 06:00:00,156.43,21.56,3.24,33.28,Sudeste,-20.0,-45.0,6,1
2024-01-07 07:00:00,367.92,23.19,3.16,32.88,Sudeste,-20.0,-45.0,7,1
2024-01-07 08:00:00,577.25,24.95,3.07,31.61,Sudeste,-20.0,-45.0,8,1
2024-01-07 09:00:00,722.28,26.39,2.51,48.11,Sudeste,-20.0,-45.0,9,1
2024-01-07 10:00:00,855.85,27.3,1.84,42.16,Sudeste,-20.0,-45.0,10,1
2024-01-07 11:00:00,934.62,27.91,1.34,42.4,Sudeste,-20.0,-45.0,11,1
2024-01-07 12:00:00,874.35,28.04,1.07,51.58,Sudeste,-20.0,-45.0,12,1
2024-01-07 13:00:00,748.0,27.87,1.1,68.43,Sudeste,-20.0,-45.0,13,1
2024-01-07 14:00:00,506.83,27.75,1.17,73.93,Sudeste,-20.0,-45.0,14,1
2024-01-07 15:00:00,417.62,27.51,1.28,79.68,Sudeste,-20.0,-45.0,15,1
2024-01-07 16:00:00,260.95,27.13,1.52,85.19,Sudeste,-20.0,-45.0,16,1
2024-01-07 17:00:00,118.57,26.44,1.78,89.42,Sudeste,-20.0,-45.0,17,1
2024-01-07 18:00:00,13.18,24.66,1.7,94.9,Sudeste,-20.0,-45.0,18,1
2024-01-07 19:00:00,0.0,23.76,2.11,98.96,Sudeste,-20.0,-45.0,19,1
2024-01-07 20:00:00,0.0,23.26,2.48,99.14,Sudeste,-20.0,-45.0,20,1
2024-01-07 21:00:00,0.0,22.95,2.93,86.45,Sudeste,-20.0,-45.0,21,1
2024-01-07 22:00:00,0.0,22.6,3.53,83.92,Sudeste,-20.0,-45.0,22,1
2024-01-07 23:00:00,0.0,22.13,3.5,99.43,Sudeste,-20.0,-45.0,23,1
2024-01-08 00:00:00,0.0,21.78,3.04,99.48,Sudeste,-20.0,-45.0,0,1
2024-01-08 01:00:00,0.0,21.5,2.22,91.28,Sudeste,-20.0,-45.0,1,1
2024-01-08 02:00:00,0.0,21.27,1.83,99.5,Sudeste,-20.0,-45.0,2,1
2024-01-08 03:00:00,0.0,21.09,2.11,99.82,Sudeste,-20.0,-45.0,3,1
2024-01-08 04:00:00,0.0,20.92,2.27,99.72,Sudeste,-20.0,-45.0,4,1
2024-01-08 05:00:00,9.2,20.9,2.33,96.69,Sudeste,-20.0,-45.0,5,1
2024-01-08 06:00:00,110.68,21.54,3.14,95.44,Sudeste,-20.0,-45.0,6,1
2024-01-08 07:00:00,274.42,22.74,3.61,94.15,Sudeste,-20.0,-45.0,7,1
2024-01-08 08:00:00,446.27,24.53,3.57,91.17,Sudeste,-20.0,-45.0,8,1
2024-01-08 09:00:00,572.12,26.32,3.22,94.18,Sudeste,-20.0,-45.0,9,1
2024-01-08 10:00:00,695.92,27.81,2.97,97.05,Sudeste,-20.0,-45.0,10,1
2024-01-08 11:00:00,711.38,28.8,2.74,99.4,Sudeste,-20.0,-45.0,11,1
2024-01-08 12:00:00,580.95,29.41,2.36,100.0,Sudeste,-20.0,-45.0,12,1
2024-01-08 13:00:00,585.5,29.29,1.91,100.0,Sudeste,-20.0,-45.0,13,1
2024-01-08 14:00:00,360.8,29.03,1.54,99.91,Sudeste,-20.0,-45.0,14,1
2024-01-08 15:00:00,429.77,28.62,1.23,88.92,Sudeste,-20.0,-45.0,15,1
2024-01-08 16:00:00,266.3,27.92,1.18,90.64,Sudeste,-20.0,-45.0,16,1
2024-01-08 17:00:00,121.28,27.09,1.2,91.58,Sudeste,-20.0,-45.0,17,1
2024-01-08 18:00:00,11.3,25.46,1.36,97.46,Sudeste,-20.0,-45.0,18,1
2024-01-08 19:00:00,0.0,24.28,1.75,100.0,Sudeste,-20.0,-45.0,19,1
2024-01-08 20:00:00,0.0,23.52,2.09,100.0,Sudeste,-20.0,-45.0,20,1
2024-01-08 21:00:00,0.0,22.89,2.32,100.0,Sudeste,-20.0,-45.0,21,1
2024-01-08 22:00:00,0.0,22.24,2.41,100.0,Sudeste,-20.0,-45.0,22,1
2024-01-08 23:00:00,0.0,21.71,2.25,100.0,Sudeste,-20.0,-45.0,23,1
2024-01-09 00:00:00,0.0,21.47,1.94,100.0,Sudeste,-20.0,-45.0,0,1
2024-01-09 01:00:00,0.0,21.45,1.61,99.87,Sudeste,-20.0,-45.0,1,1
2024-01-09 02:00:00,0.0,21.36,1.27,99.98,Sudeste,-20.0,-45.0,2,1
2024-01-09 03:00:00,0.0,21.21,1.09,99.93,Sudeste,-20.0,-45.0,3,1
2024-01-09 04:00:00,0.0,21.08,0.99,100.0,Sudeste,-20.0,-45.0,4,1
2024-01-09 05:00:00,5.15,21.11,1.01,100.0,Sudeste,-20.0,-45.0,5,1
2024-01-09 06:00:00,66.2,21.79,1.86,100.0,Sudeste,-20.0,-45.0,6,1
2024-01-09 07:00:00,152.95,22.65,2.32,100.0,Sudeste,-20.0,-45.0,7,1
2024-01-09 08:00:00,250.18,23.93,2.48,100.0,Sudeste,-20.0,-45.0,8,1
2024-01-09 09:00:00,444.88,25.16,2.38,100.0,Sudeste,-20.0,-45.0,9,1
2024-01-09 10:00:00,555.03,26.0,2.17,100.0,Sudeste,-20.0,-45.0,10,1
2024-01-09 11:00:00,597.55,26.59,1.97,98.27,Sudeste,-20.0,-45.0,11,1
2024-01-09 12:00:00,620.58,27.0,1.67,99.13,Sudeste,-20.0,-45.0,12,1
2024-01-09 13:00:00,626.15,26.95,1.25,94.22,Sudeste,-20.0,-45.0,13,1
2024-01-09 14:00:00,522.92,26.51,0.88,92.35,Sudeste,-20.0,-45.0,14,1
2024-01-09 15:00:00,316.17,25.66,0.57,96.95,Sudeste,-20.0,-45.0,15,1
2024-01-09 16:00:00,199.82,24.82,0.62,98.14,Sudeste,-20.0,-45.0,16,1
2024-01-09 17:00:00,94.05,23.97,0.92,98.42,Sudeste,-20.0,-45.0,17,1
2024-01-09 18:00:00,10.77,22.93,1.13,99.56,Sudeste,-20.0,-45.0,18,1
2024-01-09 19:00:00,0.0,22.21,1.16,99.61,Sudeste,-20.0,-45.0,19,1
2024-01-09 20:00:00,0.0,21.79,1.31,99.79,Sudeste,-20.0,-45.0,20,1
2024-01-09 21:00:00,0.0,21.45,1.31,99.86,Sudeste,-20.0,-45.0,21,1
2024-01-09 22:00:00,0.0,21.27,1.13,99.82,Sudeste,-20.0,-45.0,22,1
2024-01-09 23:00:00,0.0,21.35,0.73,99.75,Sudeste,-20.0,-45.0,23,1
2024-01-10 00:00:00,0.0,21.31,0.52,99.65,Sudeste,-20.0,-45.0,0,1
2024-01-10 01:00:00,0.0,21.22,0.35,98.91,Sudeste,-20.0,-45.0,1,1
2024-01-10 02:00:00,0.0,21.08,0.57,99.61,Sudeste,-20.0,-45.0,2,1
2024-01-10 03:00:00,0.0,20.73,0.96,99.5,Sudeste,-20.0,-45.0,3,1
2024-01-10 04:00:00,0.0,20.51,1.17,99.29,Sudeste,-20.0,-45.0,4,1
2024-01-10 05:00:00,7.38,20.52,1.27,89.88,Sudeste,-20.0,-45.0,5,1
2024-01-10 06:00:00,123.57,21.42,2.05,78.84,Sudeste,-20.0,-45.0,6,1
2024-01-10 07:00:00,319.0,22.94,1.95,71.81,Sudeste,-20.0,-45.0,7,1
2024-01-10 08:00:00,531.2,25.19,1.39,63.61,Sudeste,-20.0,-45.0,8,1
2024-01-10 09:00:00,754.1,27.42,1.42,46.34,Sudeste,-20.0,-45.0,9,1
2024-01-10 10:00:00,860.67,29.31,2.13,40.39,Sudeste,-20.0,-45.0,10,1
2024-01-10 11:00:00,838.22,30.53,2.69,61.73,Sudeste,-20.0,-45.0,11,1
2024-01-10 12:00:00,761.75,31.22,2.91,77.02,Sudeste,-20.0,-45.0,12,1
2024-01-10 13:00:00,709.83,31.36,2.98,64.25,Sudeste,-20.0,-45.0,13,1
2024-01-10 14:00:00,544.95,31.02,2.95,84.22,Sudeste,-20.0,-45.0,14,1
2024-01-10 15:00:00,221.3,30.34,2.73,98.9,Sudeste,-20.0,-45.0,15,1
2024-01-10 16:00:00,160.68,29.35,2.39,100.0,Sudeste,-20.0,-45.0,16,1
2024-01-10 17:00:00,77.97,28.0,1.93,100.0,Sudeste,-20.0,-45.0,17,1
2024-01-10 18:00:00,9.65,26.07,1.47,100.0,Sudeste,-20.0,-45.0,18,1
2024-01-10 19:00:00,0.0,25.08,1.31,99.43,Sudeste,-20.0,-45.0,19,1
2024-01-10 20:00:00,0.0,24.43,1.44,99.78,Sudeste,-20.0,-45.0,20,1
2024-01-10 21:00:00,0.0,23.69,1.66,99.88,Sudeste,-20.0,-45.0,21,1
2024-01-10 22:00:00,0.0,22.99,1.88,97.25,Sudeste,-20.0,-45.0,22,1
2024-01-10 23:00:00,0.0,22.43,1.97,96.41,Sudeste,-20.0,-45.0,23,1
2024-01-11 00:00:00,0.0,21.93,1.99,96.45,Sudeste,-20.0,-45.0,0,1
2024-01-11 01:00:00,0.0,21.57,1.85,95.81,Sudeste,-20.0,-45.0,1,1
2024-01-11 02:00:00,0.0,21.31,1.71,93.67,Sudeste,-20.0,-45.0,2,1
2024-01-11 03:00:00,0.0,21.09,1.77,85.45,Sudeste,-20.0,-45.0,3,1
2024-01-11 04:00:00,0.0,20.88,1.79,74.33,Sudeste,-20.0,-45.0,4,1
2024-01-11 05:00:00,7.25,20.78,2.02,64.46,Sudeste,-20.0,-45.0,5,1
2024-01-11 06:00:00,135.07,21.47,2.96,51.87,Sudeste,-20.0,-45.0,6,1
2024-01-11 07:00:00,351.65,22.98,3.22,44.44,Sudeste,-20.0,-45.0,7,1
2024-01-11 08:00:00,581.97,25.62,3.11,35.49,Sudeste,-20.0,-45.0,8,1
2024-01-11 09:00:00,798.62,27.69,2.85,16.04,Sudeste,-20.0,-45.0,9,1
2024-01-11 10:00:00,881.58,29.04,2.91,31.64,Sudeste,-20.0,-45.0,10,1
2024-01-11 11:00:00,913.35,29.97,3.01,48.48,Sudeste,-20.0,-45.0,11,1
2024-01-11 12:00:00,887.53,30.66,3.03,61.14,Sudeste,-20.0,-45.0,12,1
2024-01-11 13:00:00,796.28,31.13,3.05,76.69,Sudeste,-20.0,-45.0,13,1
2024-01-11 14:00:00,630.85,31.29,2.93,82.99,Sudeste,-20.0,-45.0,14,1
2024-01-11 15:00:00,405.98,31.15,2.71,92.18,Sudeste,-20.0,-45.0,15,1
2024-01-11 16:00:00,258.17,30.63,2.38,94.19,Sudeste,-20.0,-45.0,16,1
2024-01-11 17:00:00,123.95,29.67,1.83,94.17,Sudeste,-20.0,-45.0,17,1
2024-01-11 18:00:00,13.68,27.38,1.35,97.69,Sudeste,-20.0,-45.0,18,1
2024-01-11 19:00:00,0.0,26.43,1.22,98.27,Sudeste,-20.0,-45.0,19,1
2024-01-11 20:00:00,0.0,25.36,1.47,98.68,Sudeste,-20.0,-45.0,20,1
2024-01-11 21:00:00,0.0,24.12,1.75,99.47,Sudeste,-20.0,-45.0,21,1
2024-01-11 22:00:00,0.0,22.94,1.97,99.57,Sudeste,-20.0,-45.0,22,1
2024-01-11 23:00:00,0.0,21.97,2.06,99.38,Sudeste,-20.0,-45.0,23,1
2024-01-12 00:00:00,0.0,21.37,1.97,98.94,Sudeste,-20.0,-45.0,0,1
2024-01-12 01:00:00,0.0,20.9,1.84,98.91,Sudeste,-20.0,-45.0,1,1
2024-01-12 02:00:00,0.0,20.66,1.55,99.36,Sudeste,-20.0,-45.0,2,1
2024-01-12 03:00:00,0.0,20.64,1.13,99.56,Sudeste,-20.0,-45.0,3,1
2024-01-12 04:00:00,0.0,20.65,0.76,99.56,Sudeste,-20.0,-45.0,4,1
2024-01-12 05:00:00,6.97,20.47,0.72,82.75,Sudeste,-20.0,-45.0,5,1
2024-01-12 06:00:00,131.6,21.76,1.19,64.18,Sudeste,-20.0,-45.0,6,1
2024-01-12 07:00:00,341.0,25.13,0.63,49.17,Sudeste,-20.0,-45.0,7,1
2024-01-12 08:00:00,565.17,27.73,1.5,33.7,Sudeste,-20.0,-45.0,8,1
2024-01-12 09:00:00,735.22,29.5,2.14,42.2,Sudeste,-20.0,-45.0,9,1
2024-01-12 10:00:00,877.1,30.86,2.58,53.09,Sudeste,-20.0,-45.0,10,1
2024-01-12 11:00:00,963.92,31.84,2.86,32.92,Sudeste,-20.0,-45.0,11,1
2024-01-12 12:00:00,942.95,32.56,3.04,35.11,Sudeste,-20.0,-45.0,12,1
2024-01-12 13:00:00,839.12,32.84,2.99,47.31,Sudeste,-20.0,-45.0,13,1
2024-01-12 14:00:00,720.58,32.66,2.86,52.25,Sudeste,-20.0,-45.0,14,1
2024-01-12 15:00:00,508.27,32.1,2.71,85.76,Sudeste,-20.0,-45.0,15,1
2024-01-12 16:00:00,310.1,30.92,2.46,88.62,Sudeste,-20.0,-45.0,16,1
2024-01-12 17:00:00,135.3,29.67,2.05,90.18,Sudeste,-20.0,-45.0,17,1
2024-01-12 18:00:00,13.62,27.54,1.61,93.27,Sudeste,-20.0,-45.0,18,1
2024-01-12 19:00:00,0.0,26.45,1.62,97.8,Sudeste,-20.0,-45.0,19,1
2024-01-12 20:00:00,0.0,25.79,1.57,99.19,Sudeste,-20.0,-45.0,20,1
2024-01-12 21:00:00,0.0,25.15,1.41,99.58,Sudeste,-20.0,-45.0,21,1
2024-01-12 22:00:00,0.0,24.57,1.1,99.66,Sudeste,-20.0,-45.0,22,1
2024-01-12 23:00:00,0.0,23.99,0.66,99.8,Sudeste,-20.0,-45.0,23,1
2024-01-13 00:00:00,0.0,23.38,0.4,100.0,Sudeste,-20.0,-45.0,0,1
2024-01-13 01:00:00,0.0,22.89,0.46,99.86,Sudeste,-20.0,-45.0,1,1
2024-01-13 02:00:00,0.0,22.47,0.72,100.0,Sudeste,-20.0,-45.0,2,1
2024-01-13 03:00:00,0.0,22.11,1.08,99.86,Sudeste,-20.0,-45.0,3,1
2024-01-13 04:00:00,0.0,21.79,1.31,99.0,Sudeste,-20.0,-45.0,4,1
2024-01-13 05:00:00,6.32,21.7,1.45,83.14,Sudeste,-20.0,-45.0,5,1
2024-01-13 06:00:00,125.57,22.74,2.12,63.71,Sudeste,-20.0,-45.0,6,1
2024-01-13 07:00:00,326.88,24.39,2.01,50.9,Sudeste,-20.0,-45.0,7,1
2024-01-13 08:00:00,551.15,25.95,1.84,37.73,Sudeste,-20.0,-45.0,8,1
2024-01-13 09:00:00,745.15,26.99,1.62,45.79,Sudeste,-20.0,-45.0,9,1
2024-01-13 10:00:00,819.6,27.83,1.47,69.27,Sudeste,-20.0,-45.0,10,1
2024-01-13 11:00:00,884.12,28.48,1.62,88.57,Sudeste,-20.0,-45.0,11,1
2024-01-13 12:00:00,793.25,28.54,2.25,71.98,Sudeste,-20.0,-45.0,12,1
2024-01-13 13:00:00,782.05,28.39,2.79,69.29,Sudeste,-20.0,-45.0,13,1
2024-01-13 14:00:00,485.83,28.04,3.02,94.33,Sudeste,-20.0,-45.0,14,1
2024-01-13 15:00:00,250.95,27.48,3.01,99.28,Sudeste,-20.0,-45.0,15,1
2024-01-13 16:00:00,146.6,26.77,2.86,99.58,Sudeste,-20.0,-45.0,16,1
2024-01-13 17:00:00,63.0,25.65,2.32,97.96,Sudeste,-20.0,-45.0,17,1
2024-01-13 18:00:00,5.03,24.42,1.72,99.65,Sudeste,-20.0,-45.0,18,1
2024-01-13 19:00:00,0.0,23.67,1.67,99.82,Sudeste,-20.0,-45.0,19,1
2024-01-13 20:00:00,0.0,23.23,1.83,99.87,Sudeste,-20.0,-45.0,20,1
2024-01-13 21:00:00,0.0,22.87,2.39,99.79,Sudeste,-20.0,-45.0,21,1
2024-01-13 22:00:00,0.0,22.49,3.43,100.0,Sudeste,-20.0,-45.0,22,1
2024-01-13 23:00:00,0.0,21.9,3.8,100.0,Sudeste,-20.0,-45.0,23,1
2024-01-14 00:00:00,0.0,21.23,3.96,100.0,Sudeste,-20.0,-45.0,0,1
2024-01-14 01:00:00,0.0,20.59,3.85,99.72,Sudeste,-20.0,-45.0,1,1
2024-01-14 02:00:00,0.0,20.16,3.62,100.0,Sudeste,-20.0,-45.0,2,1
2024-01-14 03:00:00,0.0,19.91,3.38,100.0,Sudeste,-20.0,-45.0,3,1
2024-01-14 04:00:00,0.0,19.79,3.3,100.0,Sudeste,-20.0,-45.0,4,1
2024-01-14 05:00:00,3.15,19.82,3.2,99.99,Sudeste,-20.0,-45.0,5,1
2024-01-14 06:00:00,61.42,20.46,3.33,98.4,Sudeste,-20.0,-45.0,6,1
2024-01-14 07:00:00,164.43,21.82,3.35,99.76,Sudeste,-20.0,-45.0,7,1
2024-01-14 08:00:00,301.08,23.75,3.13,99.97,Sudeste,-20.0,-45.0,8,1
2024-01-14 09:00:00,538.65,25.85,2.34,88.74,Sudeste,-20.0,-45.0,9,1
2024-01-14 10:00:00,713.83,27.36,1.75,89.67,Sudeste,-20.0,-45.0,10,1
2024-01-14 11:00:00,736.3,28.21,1.57,92.46,Sudeste,-20.0,-45.0,11,1
2024-01-14 12:00:00,735.25,28.59,1.59,91.62,Sudeste,-20.0,-45.0,12,1
2024-01-14 13:00:00,800.33,28.59,1.58,75.91,Sudeste,-20.0,-45.0,13,1
2024-01-14 14:00:00,663.0,28.2,1.57,75.15,Sudeste,-20.0,-45.0,14,1
2024-01-14 15:00:00,489.67,27.45,1.5,73.55,Sudeste,-20.0,-45.0,15,1
2024-01-14 16:00:00,305.23,26.67,1.56,79.05,Sudeste,-20.0,-45.0,16,1
2024-01-14 17:00:00,140.93,25.73,1.53,81.76,Sudeste,-20.0,-45.0,17,1
2024-01-14 18:00:00,12.23,24.41,1.43,93.82,Sudeste,-20.0,-45.0,18,1
2024-01-14 19:00:00,0.0,23.42,1.43,99.51,Sudeste,-20.0,-45.0,19,1
2024-01-14 20:00:00,0.0,22.82,1.4,99.6,Sudeste,-20.0,-45.0,20,1
2024-01-14 21:00:00,0.0,22.32,1.34,81.68,Sudeste,-20.0,-45.0,21,1
2024-01-14 22:00:00,0.0,21.85,1.31,77.34,Sudeste,-20.0,-45.0,22,1
2024-01-14 23:00:00,0.0,21.43,1.24,97.82,Sudeste,-20.0,-45.0,23,1
2024-01-15 00:00:00,0.0,21.03,1.25,98.88,Sudeste,-20.0,-45.0,0,1
2024-01-15 01:00:00,0.0,20.62,1.51,72.73,Sudeste,-20.0,-45.0,1,1
2024-01-15 02:00:00,0.0,20.45,1.52,87.02,Sudeste,-20.0,-45.0,2,1
2024-01-15 03:00:00,0.0,20.44,1.29,80.35,Sudeste,-20.0,-45.0,3,1
2024-01-15 04:00:00,0.0,20.46,1.13,99.85,Sudeste,-20.0,-45.0,4,1
2024-01-15 05:00:00,3.08,20.45,1.07,100.0,Sudeste,-20.0,-45.0,5,1
2024-01-15 06:00:00,47.53,21.21,0.99,100.0,Sudeste,-20.0,-45.0,6,1
2024-01-15 07:00:00,112.05,22.0,0.63,100.0,Sudeste,-20.0,-45.0,7,1
2024-01-15 08:00:00,210.68,23.52,1.7,100.0,Sudeste,-20.0,-45.0,8,1
2024-01-15 09:00:00,378.2,24.56,2.46,100.0,Sudeste,-20.0,-45.0,9,1
2024-01-15 10:00:00,251.48,25.25,2.98,100.0,Sudeste,-20.0,-45.0,10,1
2024-01-15 11:00:00,273.7,25.63,3.35,100.0,Sudeste,-20.0,-45.0,11,1
2024-01-15 12:00:00,361.1,25.83,3.51,100.0,Sudeste,-20.0,-45.0,12,1
2024-01-15 13:00:00,552.95,25.95,3.53,99.73,Sudeste,-20.0,-45.0,13,1
2024-01-15 14:00:00,424.5,26.0,3.42,99.8,Sudeste,-20.0,-45.0,14,1
2024-01-15 15:00:00,445.65,25.8,3.21,91.0,Sudeste,-20.0,-45.0,15,1
2024-01-15 16:00:00,291.05,25.29,2.92,81.67,Sudeste,-20.0,-45.0,16,1
2024-01-15 17:00:00,142.18,24.43,2.15,70.96,Sudeste,-20.0,-45.0,17,1
2024-01-15 18:00:00,18.35,22.96,1.73,59.72,Sudeste,-20.0,-45.0,18,1
2024-01-15 19:00:00,0.0,22.17,1.85,49.47,Sudeste,-20.0,-45.0,19,1
2024-01-15 20:00:00,0.0,21.82,1.88,43.0,Sudeste,-20.0,-45.0,20,1
2024-01-15 21:00:00,0.0,21.46,1.91,15.05,Sudeste,-20.0,-45.0,21,1
2024-01-15 22:00:00,0.0,21.1,1.86,9.59,Sudeste,-20.0,-45.0,22,1
2024-01-15 23:00:00,0.0,20.75,1.67,10.43,Sudeste,-20.0,-45.0,23,1
2024-01-16 00:00:00,0.0,20.69,1.36,4.44,Sudeste,-20.0,-45.0,0,1
2024-01-16 01:00:00,0.0,20.76,1.03,1.3,Sudeste,-20.0,-45.0,1,1
2024-01-16 02:00:00,0.0,20.61,0.77,2.61,Sudeste,-20.0,-45.0,2,1
2024-01-16 03:00:00,0.0,20.44,0.72,1.74,Sudeste,-20.0,-45.0,3,1
2024-01-16 04:00:00,0.0,19.76,0.82,3.04,Sudeste,-20.0,-45.0,4,1
2024-01-16 05:00:00,6.57,19.6,0.91,3.37,Sudeste,-20.0,-45.0,5,1
2024-01-16 06:00:00,147.9,21.24,0.98,3.7,Sudeste,-20.0,-45.0,6,1
2024-01-16 07:00:00,386.62,24.55,0.13,4.02,Sudeste,-20.0,-45.0,7,1
2024-01-16 08:00:00,624.38,27.32,1.2,4.35,Sudeste,-20.0,-45.0,8,1
2024-01-16 09:00:00,829.3,28.75,1.98,3.91,Sudeste,-20.0,-45.0,9,1
2024-01-16 10:00:00,955.9,29.9,2.55,9.9,Sudeste,-20.0,-45.0,10,1
2024-01-16 11:00:00,1008.38,30.75,2.81,22.04,Sudeste,-20.0,-45.0,11,1
2024-01-16 12:00:00,1018.9,31.32,2.81,27.04,Sudeste,-20.0,-45.0,12,1
2024-01-16 13:00:00,923.08,31.56,2.68,39.79,Sudeste,-20.0,-45.0,13,1
2024-01-16 14:00:00,794.7,31.43,2.56,41.94,Sudeste,-20.0,-45.0,14,1
2024-01-16 15:00:00,637.75,31.0,2.36,26.04,Sudeste,-20.0,-45.0,15,1
2024-01-16 16:00:00,416.55,30.27,2.12,29.95,Sudeste,-20.0,-45.0,16,1
